tick,day,alive,sick,cumulative_deaths,cumulative_births
87,87.0,200,11,0,0
88,88.0,200,13,0,0
89,89.0,200,11,0,0
90,90.0,200,10,0,0
91,91.0,200,12,0,0
92,92.0,200,11,0,0
93,93.0,200,13,0,0
94,94.0,200,15,0,0
95,95.0,200,12,0,0
96,96.0,200,8,0,0
97,97.0,200,9,0,0
98,98.0,200,10,0,0
99,99.0,200,12,0,0
100,100.0,200,14,0,0
101,101.0,200,12,0,0
102,102.0,200,13,0,0
103,103.0,200,16,0,0
104,104.0,200,16,0,0
105,105.0,200,13,0,0
106,106.0,200,12,0,0
107,107.0,200,13,0,0
108,108.0,200,9,0,0
109,109.0,200,12,0,0
110,110.0,200,17,0,0
111,111.0,200,15,0,0
112,112.0,200,15,0,0
113,113.0,200,15,0,0
114,114.0,200,16,0,0
115,115.0,200,11,0,0
116,116.0,200,8,0,0
117,117.0,200,9,0,0
118,118.0,200,9,0,0
119,119.0,200,10,0,0
120,120.0,199,12,1,0
121,121.0,199,11,1,0
122,122.0,199,11,1,0
123,123.0,199,11,1,0
124,124.0,199,12,1,0
125,125.0,199,14,1,0
126,126.0,199,17,1,0
127,127.0,199,16,1,0
128,128.0,199,15,1,0
129,129.0,199,17,1,0
130,130.0,199,15,1,0
131,131.0,199,15,1,0
132,132.0,199,15,1,0
133,133.0,199,16,1,0
134,134.0,199,17,1,0
135,135.0,199,16,1,0
136,136.0,199,16,1,0
137,137.0,199,15,1,0
138,138.0,199,15,1,0
139,139.0,199,13,1,0
140,140.0,199,15,1,0
141,141.0,199,15,1,0
142,142.0,199,19,1,0
143,143.0,199,21,1,0
144,144.0,199,20,1,0
145,145.0,199,19,1,0
146,146.0,199,20,1,0
147,147.0,199,19,1,0
148,148.0,199,16,1,0
149,149.0,199,16,1,0
150,150.0,199,18,1,0
151,151.0,199,19,1,0
152,152.0,199,17,1,0
153,153.0,199,19,1,0
154,154.0,199,19,1,0
155,155.0,199,21,1,0
156,156.0,199,17,1,0
157,157.0,199,18,1,0
158,158.0,199,19,1,0
159,159.0,199,20,1,0
160,160.0,199,23,1,0
161,161.0,199,25,1,0
162,162.0,199,29,1,0
163,163.0,199,28,1,0
164,164.0,199,28,1,0
165,165.0,199,30,1,0
166,166.0,199,32,1,0
167,167.0,199,25,1,0
168,168.0,199,28,1,0
169,169.0,199,27,1,0
170,170.0,199,30,1,0
171,171.0,199,33,1,0
172,172.0,199,33,1,0
173,173.0,199,35,1,0
174,174.0,199,37,1,0
175,175.0,199,39,1,0
176,176.0,199,40,1,0
177,177.0,199,42,1,0
178,178.0,199,48,1,0
179,179.0,199,47,1,0
180,180.0,199,42,1,0
181,181.0,199,49,1,0
182,182.0,199,45,1,0
183,183.0,199,53,1,0
184,184.0,199,61,1,0
185,185.0,199,64,1,0
186,186.0,199,74,1,0
187,187.0,199,78,1,0
188,188.0,199,92,1,0
189,189.0,199,89,1,0
190,190.0,199,92,1,0
191,191.0,199,100,1,0
192,192.0,199,91,1,0
193,193.0,199,95,1,0
194,194.0,198,99,2,0
195,195.0,197,105,3,0
196,196.0,197,104,3,0
197,197.0,197,105,3,0
198,198.0,197,105,3,0
199,199.0,197,102,3,0
200,200.0,197,107,3,0
201,201.0,197,105,3,0
202,202.0,197,107,3,0
203,203.0,197,116,3,0
204,204.0,197,115,3,0
205,205.0,197,119,3,0
206,206.0,197,113,3,0
207,207.0,195,115,5,0
208,208.0,195,121,5,0
209,209.0,195,111,5,0
210,210.0,195,112,5,0
211,211.0,195,116,5,0
212,212.0,195,117,5,0
213,213.0,195,115,5,0
214,214.0,194,119,6,0
215,215.0,194,120,6,0
216,216.0,194,124,6,0
217,217.0,194,130,6,0
218,218.0,194,131,6,0
219,219.0,194,134,6,0
220,220.0,194,132,6,0
221,221.0,194,122,6,0
222,222.0,194,127,6,0
223,223.0,194,119,6,0
224,224.0,194,128,6,0
225,225.0,194,124,6,0
226,226.0,194,125,6,0
227,227.0,194,125,6,0
228,228.0,194,124,6,0
229,229.0,194,120,6,0
230,230.0,194,121,6,0
231,231.0,194,120,6,0
232,232.0,194,130,6,0
233,233.0,194,135,6,0
234,234.0,194,137,6,0
235,235.0,194,130,6,0
236,236.0,194,122,6,0
237,237.0,193,117,7,0
238,238.0,193,119,7,0
239,239.0,193,130,7,0
240,240.0,193,124,7,0
241,241.0,193,129,7,0
242,242.0,193,130,7,0
243,243.0,193,131,7,0
244,244.0,193,127,7,0
245,245.0,193,133,7,0
246,246.0,193,123,7,0
247,247.0,193,120,7,0
248,248.0,193,118,7,0
249,249.0,193,117,7,0
250,250.0,193,116,7,0
251,251.0,193,115,7,0
252,252.0,193,114,7,0
253,253.0,193,122,7,0
254,254.0,193,121,7,0
255,255.0,193,121,7,0
256,256.0,193,128,7,0
257,257.0,193,122,7,0
258,258.0,193,123,7,0
259,259.0,193,124,7,0
260,260.0,193,122,7,0
261,261.0,193,116,7,0
262,262.0,193,122,7,0
263,263.0,193,122,7,0
264,264.0,193,109,7,0
265,265.0,193,111,7,0
266,266.0,193,111,7,0
267,267.0,193,123,7,0
268,268.0,193,122,7,0
269,269.0,193,125,7,0
270,270.0,193,127,7,0
271,271.0,192,123,8,0
272,272.0,192,129,8,0
273,273.0,192,132,8,0
274,274.0,192,131,8,0
275,275.0,192,121,8,0
276,276.0,192,122,8,0
277,277.0,192,119,8,0
278,278.0,192,122,8,0
279,279.0,192,126,8,0
280,280.0,192,126,8,0
281,281.0,192,125,8,0
282,282.0,192,127,8,0
283,283.0,192,128,8,0
284,284.0,192,126,8,0
285,285.0,192,128,8,0
286,286.0,192,117,8,0
287,287.0,192,117,8,0
288,288.0,192,126,8,0
289,289.0,192,121,8,0
290,290.0,192,119,8,0
291,291.0,192,125,8,0
292,292.0,192,123,8,0
293,293.0,192,120,8,0
294,294.0,192,122,8,0
295,295.0,193,117,8,1
296,296.0,193,129,8,1
297,297.0,193,129,8,1
298,298.0,193,120,8,1
299,299.0,193,121,8,1
300,300.0,193,133,8,1
301,301.0,193,124,8,1
302,302.0,193,126,8,1
303,303.0,193,127,8,1
304,304.0,193,132,8,1
305,305.0,193,126,8,1
306,306.0,193,125,8,1
307,307.0,193,122,8,1
308,308.0,193,123,8,1
309,309.0,193,115,8,1
310,310.0,193,122,8,1
311,311.0,193,120,8,1
312,312.0,193,119,8,1
313,313.0,193,118,8,1
314,314.0,193,120,8,1
315,315.0,193,122,8,1
316,316.0,193,115,8,1
317,317.0,193,117,8,1
318,318.0,192,112,9,1
319,319.0,192,116,9,1
320,320.0,192,119,9,1
321,321.0,192,119,9,1
322,322.0,192,120,9,1
323,323.0,192,117,9,1
324,324.0,192,116,9,1
325,325.0,192,112,9,1
326,326.0,192,117,9,1
327,327.0,192,116,9,1
328,328.0,192,122,9,1
329,329.0,192,117,9,1
330,330.0,192,125,9,1
331,331.0,192,117,9,1
332,332.0,192,119,9,1
333,333.0,192,118,9,1
334,334.0,192,121,9,1
335,335.0,192,116,9,1
336,336.0,192,119,9,1
337,337.0,192,120,9,1
338,338.0,192,116,9,1
339,339.0,192,109,9,1
340,340.0,192,106,9,1
341,341.0,192,108,9,1
342,342.0,192,117,9,1
343,343.0,194,116,9,3
344,344.0,194,128,9,3
345,345.0,193,120,10,3
346,346.0,193,122,10,3
347,347.0,193,124,10,3
348,348.0,193,114,10,3
349,349.0,193,108,10,3
350,350.0,193,117,10,3
351,351.0,193,111,10,3
352,352.0,193,121,10,3
353,353.0,193,119,10,3
354,354.0,193,126,10,3
355,355.0,195,119,10,5
356,356.0,195,123,10,5
357,357.0,195,116,10,5
358,358.0,195,116,10,5
359,359.0,196,120,10,6
360,360.0,199,120,10,9
361,361.0,201,124,10,11
362,362.0,207,129,10,17
363,363.0,215,131,10,25
364,364.0,221,126,10,31
365,365.0,222,130,10,32
366,366.0,224,134,10,34
367,367.0,229,125,10,39
368,368.0,231,126,10,41
369,369.0,233,126,10,43
370,370.0,236,133,10,46
371,371.0,238,131,10,48
372,372.0,241,134,10,51
373,373.0,240,136,11,51
374,374.0,243,131,11,54
375,375.0,246,131,11,57
376,376.0,246,140,11,57
377,377.0,248,149,11,59
378,378.0,247,147,12,59
379,379.0,247,140,12,59
380,380.0,247,131,12,59
381,381.0,256,132,12,68
382,382.0,256,130,12,68
383,383.0,257,137,12,69
384,384.0,257,142,12,69
385,385.0,257,143,12,69
386,386.0,256,142,13,69
387,387.0,256,142,13,69
388,388.0,256,149,14,70
389,389.0,255,149,15,70
390,390.0,256,144,15,71
391,391.0,256,145,15,71
392,392.0,256,135,15,71
393,393.0,256,139,15,71
394,394.0,255,131,16,71
395,395.0,255,131,16,71
396,396.0,256,128,16,72
397,397.0,255,121,17,72
398,398.0,258,115,17,75
399,399.0,260,131,17,77
400,400.0,260,137,17,77
401,401.0,260,142,17,77
402,402.0,260,157,17,77
403,403.0,259,150,18,77
404,404.0,259,133,18,77
405,405.0,259,131,18,77
406,406.0,259,131,18,77
407,407.0,259,139,18,77
408,408.0,261,141,18,79
409,409.0,260,151,19,79
410,410.0,261,156,19,80
411,411.0,261,150,19,80
412,412.0,261,145,19,80
413,413.0,261,145,19,80
414,414.0,261,157,19,80
415,415.0,262,153,19,81
416,416.0,262,155,19,81
417,417.0,263,158,19,82
418,418.0,263,156,19,82
419,419.0,263,155,19,82
420,420.0,263,153,20,83
421,421.0,263,154,20,83
422,422.0,263,156,20,83
423,423.0,263,156,20,83
424,424.0,263,159,20,83
425,425.0,263,157,20,83
426,426.0,263,155,20,83
427,427.0,263,146,20,83
428,428.0,262,148,21,83
429,429.0,262,139,21,83
430,430.0,262,136,21,83
431,431.0,262,139,21,83
432,432.0,262,142,21,83
433,433.0,261,142,22,83
434,434.0,261,145,22,83
435,435.0,261,138,22,83
436,436.0,260,147,23,83
437,437.0,260,142,23,83
438,438.0,260,153,23,83
439,439.0,260,148,23,83
440,440.0,259,154,24,83
441,441.0,259,147,24,83
442,442.0,258,147,25,83
443,443.0,258,140,25,83
444,444.0,258,135,25,83
445,445.0,258,129,25,83
446,446.0,258,133,25,83
447,447.0,258,132,25,83
448,448.0,258,135,25,83
449,449.0,258,142,25,83
450,450.0,258,143,25,83
451,451.0,258,142,25,83
452,452.0,258,137,25,83
453,453.0,258,143,25,83
454,454.0,258,146,25,83
455,455.0,258,140,25,83
456,456.0,258,146,25,83
457,457.0,258,145,25,83
458,458.0,258,149,25,83
459,459.0,258,137,25,83
460,460.0,258,142,25,83
461,461.0,258,143,25,83
462,462.0,258,143,25,83
463,463.0,258,145,25,83
464,464.0,258,141,25,83
465,465.0,258,130,25,83
466,466.0,258,127,25,83
467,467.0,258,135,25,83
468,468.0,258,130,25,83
469,469.0,257,140,26,83
470,470.0,257,141,26,83
471,471.0,256,134,27,83
472,472.0,256,133,27,83
473,473.0,256,133,27,83
474,474.0,256,139,27,83
475,475.0,256,139,27,83
476,476.0,256,132,27,83
477,477.0,256,124,27,83
478,478.0,256,131,27,83
479,479.0,256,133,27,83
480,480.0,256,120,27,83
481,481.0,256,118,27,83
482,482.0,256,115,27,83
483,483.0,256,125,27,83
484,484.0,256,132,27,83
485,485.0,256,121,27,83
486,486.0,256,121,27,83
487,487.0,256,114,27,83
488,488.0,256,111,27,83
489,489.0,255,110,28,83
490,490.0,255,122,28,83
491,491.0,255,119,28,83
492,492.0,255,123,28,83
493,493.0,255,117,28,83
494,494.0,255,118,28,83
495,495.0,255,119,28,83
496,496.0,255,120,28,83
497,497.0,255,124,28,83
498,498.0,255,132,28,83
499,499.0,255,123,28,83
500,500.0,255,121,28,83
